seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	77513033	77513076	44	*	X36588	146713	77085427	77512230	426804	-	802	upstream	802	RBFOX3
chr17	77513086	77513130	45	*	X36589	146713	77085427	77512230	426804	-	855	upstream	855	RBFOX3
chr17	77513655	77513744	90	*	X36590	146713	77085427	77512230	426804	-	1424	upstream	1424	RBFOX3
chr17	77514128	77514187	60	*	X36591	146713	77085427	77512230	426804	-	1897	upstream	1897	RBFOX3
chr18	6374641	6374775	135	*	X36819	100422840	6374360	6374424	65	-	216	upstream	216	MIR4317
chr18	6375166	6375480	315	*	X36820	100422840	6374360	6374424	65	-	741	upstream	741	MIR4317
chr18	12406338	12406369	32	*	X36953	10650	12407895	12432236	24342	+	1525	upstream	1525	PRELID3A
chr18	13428222	13428551	330	*	X37049	100288122	13419498	13427533	8036	-	688	upstream	688	LDLRAD4-AS1
chr18	13428582	13428758	177	*	X37050	100288122	13419498	13427533	8036	-	1048	upstream	1048	LDLRAD4-AS1
chr18	13429007	13429031	25	*	X37051	100288122	13419498	13427533	8036	-	1473	upstream	1473	LDLRAD4-AS1
chr18	13429077	13429256	180	*	X37052	100288122	13419498	13427533	8036	-	1543	upstream	1543	LDLRAD4-AS1
chr18	19747860	19747994	135	*	X37167	2627	19749404	19782491	33088	+	1409	upstream	1409	GATA6
chr18	24447149	24447253	105	*	X37195	361	24432008	24445716	13709	-	1432	upstream	1432	AQP4
chr18	44337908	44338027	120	*	X37443	29906	44259081	44337039	77959	-	868	upstream	868	ST8SIA5
chr18	56885494	56885613	120	*	X37754	2922	56887400	56898002	10603	+	1786	upstream	1786	GRP
chr18	72199745	72199879	135	*	X37907	84735	72201692	72252261	50570	+	1812	upstream	1812	CNDP1
chr18	74238549	74238698	150	*	X38047	284276	74240612	74271784	31173	+	1913	upstream	1913	LINC00908
chr18	74238729	74238878	150	*	X38048	284276	74240612	74271784	31173	+	1733	upstream	1733	LINC00908
chr18	74239764	74239898	135	*	X38049	284276	74240612	74271784	31173	+	713	upstream	713	LINC00908
chr19	3983725	3983859	135	*	X38555	26812	3982505	3982570	66	-	1154	upstream	1154	SNORD37
chr19	4767595	4767662	68	*	X38561	284424	4769117	4772568	3452	+	1454	upstream	1454	MIR7-3HG
chr19	4768593	4768697	105	*	X38562	284424	4769117	4772568	3452	+	419	upstream	419	MIR7-3HG
chr19	4768593	4768697	105	*	X38562	407045	4770682	4770791	110	+	1984	upstream	1984	MIR7-3
chr19	6887339	6887443	105	*	X38601	2015	6887560	6940464	52905	+	116	upstream	116	ADGRE1
chr19	6887639	6887642	4	*	X38602	2015	6887560	6940464	52905	+	0	inside	78	ADGRE1
chr19	6990513	6990580	68	*	X38610	326342	6952511	6990857	38347	-	0	inside	276	ADGRE4P
chr19	7827750	7827960	211	*	X38622	10332	7828035	7834491	6457	+	74	upstream	74	CLEC4M
chr19	7828193	7828342	150	*	X38623	10332	7828035	7834491	6457	+	0	inside	157	CLEC4M
chr19	8212727	8213138	412	*	X38635	84467	8130287	8212381	82095	-	345	upstream	345	FBN3
chr19	8213424	8213540	117	*	X38636	84467	8130287	8212381	82095	-	1042	upstream	1042	FBN3
chr19	10121694	10122053	360	*	X38659	50509	10070237	10121147	50911	-	546	upstream	546	COL5A3
chr19	10121694	10122053	360	*	X38659	50700	10123925	10132954	9030	+	1871	upstream	1871	RDH8
chr19	10122099	10122179	81	*	X38660	50509	10070237	10121147	50911	-	951	upstream	951	COL5A3
chr19	10122099	10122179	81	*	X38660	50700	10123925	10132954	9030	+	1745	upstream	1745	RDH8
chr19	10122585	10122738	154	*	X38661	50509	10070237	10121147	50911	-	1437	upstream	1437	COL5A3
chr19	10122585	10122738	154	*	X38661	50700	10123925	10132954	9030	+	1186	upstream	1186	RDH8
chr19	10122759	10123298	540	*	X38662	50509	10070237	10121147	50911	-	1611	upstream	1611	COL5A3
chr19	10122759	10123298	540	*	X38662	50700	10123925	10132954	9030	+	626	upstream	626	RDH8
chr19	11038213	11038319	107	*	X38687	90580	11039424	11040916	1493	+	1104	upstream	1104	TIMM29
chr19	12862406	12862589	184	*	X38689	54831	12863407	12869271	5865	+	817	upstream	817	BEST2
chr19	13617868	13617916	49	*	X38780	773	13317256	13617274	300019	-	593	upstream	593	CACNA1A
chr19	13618011	13618160	150	*	X38781	773	13317256	13617274	300019	-	736	upstream	736	CACNA1A
chr19	13618349	13618528	180	*	X38782	773	13317256	13617274	300019	-	1074	upstream	1074	CACNA1A
chr19	14318114	14318322	209	*	X38809	22859	14258549	14316997	58449	-	1116	upstream	1116	ADGRL1
chr19	14992807	14992926	120	*	X38831	26333	14991238	14992167	930	-	639	upstream	639	OR7A17
chr19	15159765	15159831	67	*	X38881	23581	15160291	15169103	8813	+	459	upstream	459	CASP14
chr19	15160032	15160181	150	*	X38882	23581	15160291	15169103	8813	+	109	upstream	109	CASP14
chr19	15160402	15160482	81	*	X38883	23581	15160291	15169103	8813	+	0	inside	110	CASP14
chr19	15196402	15196551	150	*	X38900	126370	15197877	15198944	1068	+	1325	upstream	1325	OR1I1
chr19	15196767	15196864	98	*	X38901	126370	15197877	15198944	1068	+	1012	upstream	1012	OR1I1
chr19	15837232	15837292	61	*	X38947	26538	15838834	15839862	1029	+	1541	upstream	1541	OR10H2
chr19	18060829	18060978	150	*	X39027	3780	18062111	18109930	47820	+	1132	upstream	1132	KCNN1
chr19	18061084	18061675	592	*	X39028	3780	18062111	18109930	47820	+	435	upstream	435	KCNN1
chr19	18061868	18062193	326	*	X39029	3780	18062111	18109930	47820	+	0	overlapStart	0	KCNN1
chr19	18062226	18062360	135	*	X39030	3780	18062111	18109930	47820	+	0	inside	114	KCNN1
chr19	18718703	18719037	335	*	X39040	9244	18704035	18717660	13626	-	1042	upstream	1042	CRLF1
chr19	18719058	18719177	120	*	X39041	9244	18704035	18717660	13626	-	1397	upstream	1397	CRLF1
chr19	18719638	18719744	107	*	X39042	9244	18704035	18717660	13626	-	1977	upstream	1977	CRLF1
chr19	18721887	18722022	136	*	X39045	25789	18723682	18731849	8168	+	1659	upstream	1659	TMEM59L
chr19	29492294	29492443	150	*	X39058	100505835	29493462	29504862	11401	+	1018	upstream	1018	LINC01532
chr19	30863431	30863579	149	*	X39318	9745	30863328	31048965	185638	+	0	inside	102	ZNF536
chr19	33684623	33684787	165	*	X39585	4037	33685599	33699773	14175	+	811	upstream	811	LRP3
chr19	34013685	34013819	135	*	X39601	5184	33877855	34012799	134945	-	885	upstream	885	PEPD
chr19	34013850	34013929	80	*	X39602	5184	33877855	34012799	134945	-	1050	upstream	1050	PEPD
chr19	34014139	34014288	150	*	X39603	5184	33877855	34012799	134945	-	1339	upstream	1339	PEPD
chr19	35324125	35324231	107	*	X39841	400685	35307058	35323773	16716	-	351	upstream	351	LINC01801
chr19	35325762	35325896	135	*	X39842	400685	35307058	35323773	16716	-	1988	upstream	1988	LINC01801
chr19	35980822	35981136	315	*	X39887	388533	35978226	35981433	3208	-	0	inside	296	KRTDAP
chr19	35981268	35981582	315	*	X39888	388533	35978226	35981433	3208	-	0	overlapStart	0	KRTDAP
chr19	35982712	35982846	135	*	X39889	388533	35978226	35981433	3208	-	1278	upstream	1278	KRTDAP
chr19	35982948	35983112	165	*	X39890	388533	35978226	35981433	3208	-	1514	upstream	1514	KRTDAP
chr19	36019175	36019290	116	*	X39899	374897	36014269	36019253	4985	-	0	overlapStart	0	SBSN
chr19	36019336	36019530	195	*	X39900	374897	36014269	36019253	4985	-	82	upstream	82	SBSN
chr19	36020116	36020250	135	*	X39901	374897	36014269	36019253	4985	-	862	upstream	862	SBSN
chr19	36020616	36020820	205	*	X39902	374897	36014269	36019253	4985	-	1362	upstream	1362	SBSN
chr19	36344100	36344364	265	*	X39918	4868	36316274	36342895	26622	-	1204	upstream	1204	NPHS1
chr19	36357344	36357372	29	*	X39921	333	36359138	36370699	11562	+	1765	upstream	1765	APLP1
chr19	36357650	36357701	52	*	X39922	333	36359138	36370699	11562	+	1436	upstream	1436	APLP1
chr19	39787164	39787167	4	*	X39942	282618	39786965	39789312	2348	+	0	inside	198	IFNL1
chr19	40228310	40228474	165	*	X39976	1178	40221893	40228669	6777	-	0	inside	194	CLC
chr19	40229030	40229164	135	*	X39977	1178	40221893	40228669	6777	-	360	upstream	360	CLC
chr19	40267158	40267277	120	*	X39987	342900	40267234	40276775	9542	+	0	overlapStart	0	LEUTX
chr19	42055723	42055960	238	*	X40027	90273	42055886	42093197	37312	+	0	overlapStart	0	CEACAM21
chr19	42133876	42134129	254	*	X40036	1089	42125344	42133442	8099	-	433	upstream	433	CEACAM4
chr19	42135180	42135299	120	*	X40037	1089	42125344	42133442	8099	-	1737	upstream	1737	CEACAM4
chr19	42571622	42571845	224	*	X40071	2901	42502468	42569957	67490	-	1664	upstream	1664	GRIK5
chr19	42571622	42571845	224	*	X40071	64763	42572629	42585720	13092	+	783	upstream	783	ZNF574
chr19	42636151	42636303	153	*	X40075	100505622	42636781	42641251	4471	+	477	upstream	477	LOC100505622
chr19	42636379	42636596	218	*	X40076	100505622	42636781	42641251	4471	+	184	upstream	184	LOC100505622
chr19	42636379	42636596	218	*	X40076	5452	42590262	42636625	46364	-	0	inside	28	POU2F2
chr19	45034038	45034102	65	*	X40093	125931	45010211	45033548	23338	-	489	upstream	489	CEACAM20
chr19	46543949	46544083	135	*	X40098	444882	46543006	46544274	1269	-	0	inside	190	IGFL4
chr19	46544159	46544274	116	*	X40099	444882	46543006	46544274	1269	-	0	inside	0	IGFL4
chr19	47163435	47163511	77	*	X40102	100506068	47163621	47180713	17093	+	109	upstream	109	DACT3-AS1
chr19	49623764	49623809	46	*	X40114	55150	49621654	49622397	744	-	1366	upstream	1366	C19orf73
chr19	49623975	49624117	143	*	X40115	55150	49621654	49622397	744	-	1577	upstream	1577	C19orf73
chr19	49926195	49926426	232	*	X40123	113091	49925671	49926698	1028	-	0	inside	271	PTH2
chr19	49928293	49928699	407	*	X40124	113091	49925671	49926698	1028	-	1594	upstream	1594	PTH2
chr19	49928293	49928699	407	*	X40124	100507003	49929688	49932075	2388	+	988	upstream	988	GFY
chr19	49928730	49928770	41	*	X40125	100507003	49929688	49932075	2388	+	917	upstream	917	GFY
chr19	49929080	49929329	250	*	X40126	100507003	49929688	49932075	2388	+	358	upstream	358	GFY
chr19	49929721	49929809	89	*	X40127	100507003	49929688	49932075	2388	+	0	inside	32	GFY
chr19	49929855	49930076	222	*	X40128	100507003	49929688	49932075	2388	+	0	inside	166	GFY
chr19	50848001	50848086	86	*	X40209	256236	50837057	50848005	10949	-	0	overlapStart	0	NAPSB
chr19	50848219	50848338	120	*	X40210	256236	50837057	50848005	10949	-	213	upstream	213	NAPSB
chr19	50848354	50848488	135	*	X40211	256236	50837057	50848005	10949	-	348	upstream	348	NAPSB
chr19	50868851	50868955	105	*	X40215	9476	50861734	50868931	7198	-	0	overlapStart	0	NAPSA
chr19	50869046	50869180	135	*	X40216	9476	50861734	50868931	7198	-	114	upstream	114	NAPSA
chr19	50870711	50870860	150	*	X40217	9476	50861734	50868931	7198	-	1779	upstream	1779	NAPSA
chr19	50934026	50934295	270	*	X40220	4606	50936160	50969583	33424	+	1864	upstream	1864	MYBPC2
chr19	50934596	50934700	105	*	X40221	4606	50936160	50969583	33424	+	1459	upstream	1459	MYBPC2
chr19	51219716	51219925	210	*	X40337	50944	51165084	51220195	55112	-	0	inside	269	SHANK1
chr19	51225604	51225879	276	*	X40338	6320	51226605	51228981	2377	+	725	upstream	725	CLEC11A
chr19	51326939	51327003	65	*	X40363	3816	51322404	51327043	4640	-	0	inside	39	KLK1
chr19	51327019	51327198	180	*	X40364	3816	51322404	51327043	4640	-	0	overlapStart	0	KLK1
chr19	51327234	51327428	195	*	X40365	3816	51322404	51327043	4640	-	190	upstream	190	KLK1
chr19	51327664	51327903	240	*	X40366	3816	51322404	51327043	4640	-	620	upstream	620	KLK1
chr19	51328749	51328868	120	*	X40367	3816	51322404	51327043	4640	-	1705	upstream	1705	KLK1
chr19	51328974	51329123	150	*	X40368	3816	51322404	51327043	4640	-	1930	upstream	1930	KLK1
chr19	51334569	51334925	357	*	X40375	55554	51328545	51334779	6235	-	0	overlapStart	0	KLK15
chr19	51358053	51358439	387	*	X40381	354	51358171	51364020	5850	+	0	overlapStart	0	KLK3
chr19	51374673	51374807	135	*	X40400	3817	51376689	51383823	7135	+	1881	upstream	1881	KLK2
chr19	51376567	51376731	165	*	X40401	3817	51376689	51383823	7135	+	0	overlapStart	0	KLK2
chr19	51376743	51376997	255	*	X40402	3817	51376689	51383823	7135	+	0	inside	53	KLK2
chr19	51414003	51414092	90	*	X40430	9622	51409608	51413994	4387	-	8	upstream	8	KLK4
chr19	51414200	51414319	120	*	X40431	9622	51409608	51413994	4387	-	205	upstream	205	KLK4
chr19	51414993	51415083	91	*	X40432	9622	51409608	51413994	4387	-	998	upstream	998	KLK4
chr19	51415571	51415776	206	*	X40433	9622	51409608	51413994	4387	-	1576	upstream	1576	KLK4
chr19	51457923	51458072	150	*	X40445	25818	51446559	51456344	9786	-	1578	upstream	1578	KLK5
chr19	51458255	51458389	135	*	X40446	25818	51446559	51456344	9786	-	1910	upstream	1910	KLK5
chr19	51473982	51474202	221	*	X40454	5653	51461887	51472929	11043	-	1052	upstream	1052	KLK6
chr19	51474211	51474330	120	*	X40455	5653	51461887	51472929	11043	-	1281	upstream	1281	KLK6
chr19	51474481	51474795	315	*	X40456	5653	51461887	51472929	11043	-	1551	upstream	1551	KLK6
chr19	51487896	51488060	165	*	X40459	5650	51479735	51487320	7586	-	575	upstream	575	KLK7
chr19	51507937	51507981	45	*	X40469	11202	51499264	51506516	7253	-	1420	upstream	1420	KLK8
chr19	51508207	51508326	120	*	X40470	11202	51499264	51506516	7253	-	1690	upstream	1690	KLK8
chr19	51512572	51512811	240	*	X40476	284366	51499264	51512890	13627	-	0	inside	78	KLK9
chr19	51512902	51513216	315	*	X40477	284366	51499264	51512890	13627	-	11	upstream	11	KLK9
chr19	51513262	51513815	554	*	X40478	284366	51499264	51512890	13627	-	371	upstream	371	KLK9
chr19	51537723	51538022	300	*	X40490	43849	51532348	51538148	5801	-	0	inside	125	KLK12
chr19	51538308	51538484	177	*	X40491	43849	51532348	51538148	5801	-	159	upstream	159	KLK12
chr19	51569023	51569146	124	*	X40501	26085	51559463	51568367	8905	-	655	upstream	655	KLK13
chr19	51569157	51569396	240	*	X40502	26085	51559463	51568367	8905	-	789	upstream	789	KLK13
chr19	51643479	51643593	115	*	X40521	27036	51645558	51656783	11226	+	1964	upstream	1964	SIGLEC7
chr19	51643875	51644054	180	*	X40522	27036	51645558	51656783	11226	+	1503	upstream	1503	SIGLEC7
chr19	51644235	51644339	105	*	X40523	27036	51645558	51656783	11226	+	1218	upstream	1218	SIGLEC7
chr19	51644404	51644538	135	*	X40524	27036	51645558	51656783	11226	+	1019	upstream	1019	SIGLEC7
chr19	51644779	51645048	270	*	X40525	27036	51645558	51656783	11226	+	509	upstream	509	SIGLEC7
chr19	51645079	51645228	150	*	X40526	27036	51645558	51656783	11226	+	329	upstream	329	SIGLEC7
chr19	51875978	51876070	93	*	X40591	4818	51874874	51875960	1087	-	17	upstream	17	NKG7
chr19	51876104	51876304	201	*	X40592	4818	51874874	51875960	1087	-	143	upstream	143	NKG7
chr19	51917539	51917673	135	*	X40596	100129083	51919160	51920679	1520	+	1486	upstream	1486	SIGLEC10-AS1
chr19	51918402	51918455	54	*	X40597	100129083	51919160	51920679	1520	+	704	upstream	704	SIGLEC10-AS1
chr19	51918531	51918665	135	*	X40598	100129083	51919160	51920679	1520	+	494	upstream	494	SIGLEC10-AS1
chr19	51918921	51918936	16	*	X40599	100129083	51919160	51920679	1520	+	223	upstream	223	SIGLEC10-AS1
chr19	51920659	51920823	165	*	X40601	89790	51913275	51921057	7783	-	0	inside	233	SIGLEC10
chr19	51961486	51961605	120	*	X40618	27181	51954101	51961708	7608	-	0	inside	102	SIGLEC8
chr19	51961786	51961935	150	*	X40619	27181	51954101	51961708	7608	-	77	upstream	77	SIGLEC8
chr19	51962249	51962563	315	*	X40620	27181	51954101	51961708	7608	-	540	upstream	540	SIGLEC8
chr19	52005082	52005290	209	*	X40642	89858	51994613	52005043	10431	-	38	upstream	38	SIGLEC12
chr19	52005577	52005726	150	*	X40643	89858	51994613	52005043	10431	-	533	upstream	533	SIGLEC12
chr19	52006431	52006550	120	*	X40644	89858	51994613	52005043	10431	-	1387	upstream	1387	SIGLEC12
chr19	52034702	52034851	150	*	X40653	946	52022784	52035110	12327	-	0	inside	258	SIGLEC6
chr19	52034887	52035051	165	*	X40654	946	52022784	52035110	12327	-	0	inside	58	SIGLEC6
chr19	52035422	52035526	105	*	X40655	946	52022784	52035110	12327	-	311	upstream	311	SIGLEC6
chr19	54584576	54584725	150	*	X40672	441864	54573201	54584634	11434	-	0	overlapStart	0	TARM1
chr19	54761622	54761771	150	*	X40676	10990	54754269	54761167	6899	-	454	upstream	454	LILRB5
chr19	54783886	54784038	153	*	X40680	100616171	54785964	54786035	72	+	1925	upstream	1925	MIR4752
chr19	54784969	54785130	162	*	X40681	100616171	54785964	54786035	72	+	833	upstream	833	MIR4752
chr19	54784969	54785130	162	*	X40681	10288	54777675	54785033	7359	-	0	overlapStart	0	LILRB2
chr19	54786999	54787133	135	*	X40682	10288	54777675	54785033	7359	-	1965	upstream	1965	LILRB2
chr19	54824114	54824278	165	*	X40690	353514	54818353	54824409	6057	-	0	inside	130	LILRA5
chr19	55082521	55082760	240	*	X40712	11027	55084482	55107956	23475	+	1721	upstream	1721	LILRA2
chr19	55105022	55105110	89	*	X40718	11024	55105041	55113687	8647	+	0	overlapStart	0	LILRA1
chr19	55105261	55105341	81	*	X40719	11024	55105041	55113687	8647	+	0	inside	219	LILRA1
chr19	55128289	55128568	280	*	X40722	10859	55128629	55149004	20376	+	60	upstream	60	LILRB1
chr19	55417372	55417536	165	*	X40763	9437	55417508	55424439	6932	+	0	overlapStart	0	NCR1
chr19	55881299	55881678	380	*	X40769	3589	55875750	55881831	6082	-	0	inside	152	IL11
chr19	55882022	55882358	337	*	X40770	3589	55875750	55881831	6082	-	190	upstream	190	IL11
chr19	55882449	55882583	135	*	X40771	3589	55875750	55881831	6082	-	617	upstream	617	IL11
chr19	56444427	56444531	105	*	X40817	126204	56407311	56443702	36392	-	724	upstream	724	NLRP13
chr19	56685527	56685751	225	*	X40848	85569	56687389	56697144	9756	+	1637	upstream	1637	GALP
chr19	56704503	56704637	135	*	X40855	342933	56701058	56704421	3364	-	81	upstream	81	ZSCAN5B
chr2	865369	865501	133	*	X40904	339822	779837	864112	84276	-	1256	upstream	1256	LINC01115
chr2	1377435	1377554	120	*	X41000	7173	1377995	1546499	168505	+	440	upstream	440	TPO
chr2	10977855	10978004	150	*	X41527	10130	10923517	10978103	54587	-	0	inside	98	PDIA6
chr2	10978785	10978889	105	*	X41528	10130	10923517	10978103	54587	-	681	upstream	681	PDIA6
chr2	11051611	11051775	165	*	X41551	3754	11052063	11054351	2289	+	287	upstream	287	KCNF1
chr2	11977776	11977895	120	*	X41623	100422996	11977059	11977112	54	-	663	upstream	663	MIR4262
chr2	11978180	11978443	264	*	X41624	100422996	11977059	11977112	54	-	1067	upstream	1067	MIR4262
chr2	16078943	16078961	19	*	X41721	4613	16080683	16087129	6447	+	1721	upstream	1721	MYCN
chr2	16079108	16079261	154	*	X41722	4613	16080683	16087129	6447	+	1421	upstream	1421	MYCN
chr2	16083756	16083772	17	*	X41723	10408	16080020	16081845	1826	-	1910	upstream	1910	MYCNOS
chr2	17981130	17981264	135	*	X41746	79677	17845079	17981462	136384	-	0	inside	197	SMC6
chr2	26781912	26782044	133	*	X41831	9381	26680071	26781566	101496	-	345	upstream	345	OTOF
chr2	26782075	26782194	120	*	X41832	9381	26680071	26781566	101496	-	508	upstream	508	OTOF
chr2	26782426	26782545	120	*	X41833	9381	26680071	26781566	101496	-	859	upstream	859	OTOF
chr2	26783935	26784099	165	*	X41834	339778	26785481	26802397	16917	+	1381	upstream	1381	FAM166C
chr2	26865362	26865482	121	*	X41869	130106	26804073	26864211	60139	-	1150	upstream	1150	CIB4
chr2	26865513	26865617	105	*	X41870	130106	26804073	26864211	60139	-	1301	upstream	1301	CIB4
chr2	26914479	26914545	67	*	X41872	3777	26915581	26954066	38486	+	1035	upstream	1035	KCNK3
chr2	27300276	27300354	79	*	X41908	11117	27301435	27309265	7831	+	1080	upstream	1080	EMILIN1
chr2	30144955	30145003	49	*	X41980	238	29415640	30144477	728838	-	477	upstream	477	ALK
chr2	31030161	31030355	195	*	X42055	92291	30945638	31030311	84674	-	0	overlapStart	0	CAPN13
chr2	31031996	31032115	120	*	X42056	92291	30945638	31030311	84674	-	1684	upstream	1684	CAPN13
chr2	31454868	31454972	105	*	X42122	30845	31456880	31491260	34381	+	1907	upstream	1907	EHD3
chr2	60782530	60782774	245	*	X42297	53335	60678302	60780633	102332	-	1896	upstream	1896	BCL11A
chr2	68592539	68592793	255	*	X42417	5341	68592322	68624585	32264	+	0	inside	216	PLEK
chr2	68813846	68813965	120	*	X42440	10887	68813904	68882708	68805	+	0	overlapStart	0	PROKR1
chr2	69098537	69098656	120	*	X42456	27302	69092613	69098649	6037	-	0	overlapStart	0	BMP10
chr2	71018723	71018857	135	*	X42491	344018	71004442	71017775	13334	-	947	upstream	947	FIGLA
chr2	71019079	71019112	34	*	X42492	344018	71004442	71017775	13334	-	1303	upstream	1303	FIGLA
chr2	71047681	71047890	210	*	X42502	165530	71035776	71047732	11957	-	0	overlapStart	0	CLEC4F
chr2	71047959	71048093	135	*	X42503	165530	71035776	71047732	11957	-	226	upstream	226	CLEC4F
chr2	71063859	71063993	135	*	X42513	50489	71057343	71062953	5611	-	905	upstream	905	CD207
chr2	71064276	71064278	3	*	X42514	50489	71057343	71062953	5611	-	1322	upstream	1322	CD207
chr2	73144196	73144300	105	*	X42607	2016	73144604	73162020	17417	+	303	upstream	303	EMX1
chr2	73144316	73144407	92	*	X42608	2016	73144604	73162020	17417	+	196	upstream	196	EMX1
chr2	86566011	86566097	87	*	X42661	65055	86441120	86565206	124087	-	804	upstream	804	REEP1
chr2	88367227	88367361	135	*	X42664	150572	88367299	88412902	45604	+	0	overlapStart	0	SMYD1
chr2	88468225	88468329	105	*	X42683	55258	88469814	88486156	16343	+	1484	upstream	1484	THNSL2
chr2	89110063	89110152	90	*	X42747	100616399	89111884	89111968	85	+	1731	upstream	1731	MIR4436A
chr2	89110187	89110291	105	*	X42748	100616399	89111884	89111968	85	+	1592	upstream	1592	MIR4436A
chr2	89110363	89110431	69	*	X42749	100616399	89111884	89111968	85	+	1452	upstream	1452	MIR4436A
chr2	95613436	95613555	120	*	X42779	442028	95534422	95613087	78666	-	348	upstream	348	LOC442028
chr2	95613669	95613803	135	*	X42780	442028	95534422	95613087	78666	-	581	upstream	581	LOC442028
chr2	95962053	95962169	117	*	X42839	30818	95963072	96051825	88754	+	902	upstream	902	KCNIP3
chr2	95962546	95962672	127	*	X42840	30818	95963072	96051825	88754	+	399	upstream	399	KCNIP3
chr2	100759564	100759662	99	*	X43148	3899	100163716	100759037	595322	-	526	upstream	526	AFF3
chr2	100759948	100760067	120	*	X43149	3899	100163716	100759037	595322	-	910	upstream	910	AFF3
chr2	100760188	100760201	14	*	X43150	3899	100163716	100759037	595322	-	1150	upstream	1150	AFF3
chr2	100760953	100761072	120	*	X43151	3899	100163716	100759037	595322	-	1915	upstream	1915	AFF3
chr2	169748686	169748816	131	*	X43593	57405	169727401	169746944	19544	-	1741	upstream	1741	SPC25
chr2	176956229	176956330	102	*	X43613	3239	176957532	176960666	3135	+	1201	upstream	1201	HOXD13
chr2	217724514	217724633	120	*	X43669	7141	217724182	217724782	601	-	0	inside	148	TNP1
chr2	219839143	219839262	120	*	X43691	151300	219841006	219842644	1639	+	1743	upstream	1743	LINC00608
chr2	219850688	219851019	332	*	X43692	54738	219845809	219850379	4571	-	308	upstream	308	FEV
chr2	220377345	220377426	82	*	X43696	55515	220378892	220403494	24603	+	1465	upstream	1465	ASIC4
chr2	220377577	220377787	211	*	X43697	55515	220378892	220403494	24603	+	1104	upstream	1104	ASIC4
chr2	238322779	238322958	180	*	X43803	1293	238232655	238322850	90196	-	0	overlapStart	0	COL6A3
chr2	238324249	238324398	150	*	X43804	1293	238232655	238322850	90196	-	1398	upstream	1398	COL6A3
chr2	240970665	240970739	75	*	X43829	389090	240968908	240969846	939	-	818	upstream	818	OR6B2
chr2	240982252	240982547	296	*	X43833	643905	240981230	240982399	1170	-	0	overlapStart	0	PRR21
chr2	240982630	240982757	128	*	X43834	643905	240981230	240982399	1170	-	230	upstream	230	PRR21
chr2	240982833	240983042	210	*	X43835	643905	240981230	240982399	1170	-	433	upstream	433	PRR21
chr20	123142	123192	51	*	X43896	81623	123252	126392	3141	+	59	upstream	59	DEFB126
chr20	1974876	1975010	135	*	X44017	5173	1959402	1974931	15530	-	0	overlapStart	0	PDYN
chr20	1976644	1976853	210	*	X44018	5173	1959402	1974931	15530	-	1712	upstream	1712	PDYN
chr20	5298996	5299130	135	*	X44085	128674	5282686	5297378	14693	-	1617	upstream	1617	PROKR2
chr20	9821534	9821653	120	*	X44104	57144	9518037	9819687	301651	-	1846	upstream	1846	PAK5
chr20	30073300	30073358	59	*	X44231	140875	30073581	30075377	1797	+	222	upstream	222	LINC00028
chr20	30434804	30434938	135	*	X44234	2307	30432103	30433420	1318	-	1383	upstream	1383	FOXS1
chr20	30456603	30456628	26	*	X44252	164395	30458505	30532764	74260	+	1876	upstream	1876	TTLL9
chr20	30456659	30456883	225	*	X44253	164395	30458505	30532764	74260	+	1621	upstream	1621	TTLL9
chr20	30457109	30457273	165	*	X44254	164395	30458505	30532764	74260	+	1231	upstream	1231	TTLL9
chr20	30458729	30458863	135	*	X44255	164395	30458505	30532764	74260	+	0	inside	223	TTLL9
chr20	30458729	30458863	135	*	X44255	128853	30435441	30458479	23039	-	249	upstream	249	DUSP15
chr20	30458985	30459328	344	*	X44256	128853	30435441	30458479	23039	-	505	upstream	505	DUSP15
chr20	30554440	30554619	180	*	X44276	343702	30555805	30586256	30452	+	1185	upstream	1185	XKR7
chr20	30555040	30555324	285	*	X44277	343702	30555805	30586256	30452	+	480	upstream	480	XKR7
chr20	30597800	30598080	281	*	X44303	140706	30598245	30619984	21740	+	164	upstream	164	CCM2L
chr20	30598205	30598243	39	*	X44304	140706	30598245	30619984	21740	+	1	upstream	1	CCM2L
chr20	30638139	30638273	135	*	X44322	3055	30639991	30689657	49667	+	1717	upstream	1717	HCK
chr20	30638797	30638828	32	*	X44323	3055	30639991	30689657	49667	+	1162	upstream	1162	HCK
chr20	30638949	30639098	150	*	X44324	3055	30639991	30689657	49667	+	892	upstream	892	HCK
chr20	30639598	30640088	491	*	X44325	3055	30639991	30689657	49667	+	0	overlapStart	0	HCK
chr20	31173516	31174223	708	*	X44355	140688	31030862	31172875	142014	-	640	upstream	640	NOL4L
chr20	31173516	31174223	708	*	X44355	149950	31175281	31196694	21414	+	1057	upstream	1057	NOL4L-DT
chr20	31174305	31174360	56	*	X44356	140688	31030862	31172875	142014	-	1429	upstream	1429	NOL4L
chr20	31174305	31174360	56	*	X44356	149950	31175281	31196694	21414	+	920	upstream	920	NOL4L-DT
chr20	31592030	31592074	45	*	X44413	140732	31571581	31592239	20659	-	0	inside	164	SUN5
chr20	31594084	31594429	346	*	X44414	140732	31571581	31592239	20659	-	1844	upstream	1844	SUN5
chr20	31594084	31594429	346	*	X44414	80341	31595384	31611515	16132	+	954	upstream	954	BPIFB2
